date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_cases,new_deaths,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index
2021-01-05,-1.0,-18.0,19.0,-25.0,-17.0,21.0,107.0,5.0,1.19,0.0,0.0384,26.1,61.11
2021-01-06,-1.0,-21.0,16.0,-24.0,-15.0,21.0,103.0,2.0,1.2,4216.0,0.0354,28.3,61.11
2021-01-07,0.0,-21.0,14.0,-25.0,-15.0,22.0,167.0,1.0,1.22,0.0,0.0339,29.5,61.11
2021-01-08,-7.0,-26.0,13.0,-30.0,-14.0,23.0,143.0,2.0,1.23,0.0,0.0334,30.0,61.11
2021-01-09,-4.0,-20.0,9.0,-30.0,-2.0,19.0,93.0,3.0,1.24,4846.0,0.0308,32.4,61.11
2021-01-10,-11.0,-28.0,7.0,-35.0,-7.0,19.0,169.0,2.0,1.27,4189.0,0.0317,31.6,61.11
2021-01-11,0.0,-23.0,21.0,-29.0,-13.0,20.0,154.0,4.0,1.28,2362.0,0.0318,31.5,61.11
2021-01-12,2.0,-22.0,16.0,-29.0,-16.0,19.0,166.0,1.0,1.3,1890.0,0.0352,28.4,35.19
2021-01-13,-17.0,-38.0,3.0,-40.0,-25.0,22.0,172.0,3.0,1.32,1937.0,0.0409,24.5,35.19
2021-01-14,-13.0,-35.0,-10.0,-39.0,-25.0,20.0,194.0,5.0,1.35,2173.0,0.0479,20.9,35.19
2021-01-15,-19.0,-38.0,-13.0,-42.0,-29.0,21.0,257.0,5.0,1.39,6063.0,0.0514,19.5,35.19
2021-01-16,-16.0,-32.0,-15.0,-44.0,-21.0,19.0,277.0,2.0,1.39,5538.0,0.0575,17.4,35.19
2021-01-17,-22.0,-38.0,-14.0,-49.0,-25.0,21.0,182.0,2.0,1.36,0.0,0.0566,17.7,35.19
2021-01-18,-16.0,-36.0,-3.0,-41.0,-30.0,23.0,227.0,4.0,1.35,0.0,0.0541,18.5,74.07
2021-01-19,-50.0,-52.0,-13.0,-63.0,-59.0,41.0,289.0,2.0,1.35,0.0,0.053,18.9,74.07
2021-01-20,-57.0,-62.0,-17.0,-67.0,-61.0,44.0,312.0,5.0,1.34,0.0,0.0526,19.0,74.07
2021-01-21,-57.0,-60.0,-17.0,-69.0,-59.0,45.0,310.0,9.0,1.32,4247.0,0.0528,18.9,74.07
2021-01-22,-58.0,-61.0,-20.0,-68.0,-58.0,47.0,273.0,3.0,1.29,0.0,0.0555,18.0,74.07
2021-01-23,-54.0,-57.0,-20.0,-67.0,-46.0,38.0,204.0,7.0,1.27,0.0,0.0549,18.2,74.07
2021-01-24,-57.0,-59.0,-26.0,-70.0,-40.0,37.0,328.0,2.0,1.28,4715.0,0.0595,16.8,74.07
2021-01-25,-51.0,-56.0,-9.0,-67.0,-56.0,44.0,336.0,3.0,1.26,8293.0,0.0568,17.6,74.07
2021-01-26,-51.0,-57.0,-8.0,-68.0,-56.0,42.0,574.0,4.0,1.24,0.0,0.0578,17.3,74.07
2021-01-27,-50.0,-56.0,-11.0,-64.0,-56.0,41.0,281.0,2.0,1.16,0.0,0.0515,19.4,74.07
2021-01-28,-52.0,-57.0,-17.0,-65.0,-55.0,41.0,363.0,3.0,1.1,4156.0,0.0528,18.9,74.07
2021-01-29,-53.0,-56.0,-23.0,-64.0,-54.0,41.0,255.0,2.0,1.02,5024.0,0.0519,19.3,74.07
2021-01-30,-51.0,-49.0,-26.0,-66.0,-43.0,32.0,334.0,5.0,0.97,6087.0,0.0531,18.8,74.07
2021-01-31,-56.0,-55.0,-32.0,-71.0,-42.0,34.0,186.0,3.0,0.9,21919.0,0.0365,27.4,74.07
2021-02-01,-56.0,-56.0,-23.0,-69.0,-68.0,44.0,155.0,2.0,0.83,3888.0,0.0362,27.6,74.07
2021-02-02,-49.0,-53.0,-19.0,-67.0,-53.0,36.0,229.0,7.0,0.8,0.0,0.0344,29.0,74.07
2021-02-03,-52.0,-56.0,-17.0,-65.0,-53.0,37.0,146.0,3.0,0.77,0.0,0.0368,27.2,74.07
2021-02-04,-55.0,-59.0,-16.0,-69.0,-56.0,41.0,154.0,2.0,0.75,8969.0,0.0291,34.4,74.07
2021-02-05,-57.0,-60.0,-15.0,-68.0,-55.0,43.0,198.0,3.0,0.75,0.0,0.0281,35.6,74.07
2021-02-06,-56.0,-56.0,-17.0,-69.0,-43.0,35.0,151.0,4.0,0.75,0.0,0.025,39.9,74.07
2021-02-07,-60.0,-60.0,-19.0,-73.0,-41.0,36.0,114.0,3.0,0.74,0.0,0.0363,27.5,74.07
2021-02-08,-22.0,-33.0,0.0,-48.0,-36.0,27.0,170.0,3.0,0.74,0.0,0.0362,27.6,69.44
2021-02-09,-22.0,-33.0,2.0,-45.0,-36.0,24.0,190.0,3.0,0.73,0.0,0.0326,30.7,69.44
2021-02-10,-24.0,-34.0,-6.0,-43.0,-34.0,24.0,130.0,3.0,0.72,0.0,0.0301,33.2,69.44
2021-02-11,-29.0,-37.0,-16.0,-46.0,-35.0,25.0,127.0,2.0,0.71,3522.0,0.0345,29.0,69.44
2021-02-12,-32.0,-37.0,-23.0,-49.0,-34.0,26.0,132.0,5.0,0.71,0.0,0.033,30.3,69.44
2021-02-13,-25.0,-25.0,-23.0,-50.0,-23.0,19.0,67.0,0.0,0.71,0.0,0.0308,32.5,69.44
2021-02-14,-36.0,-32.0,-24.0,-54.0,-30.0,23.0,76.0,3.0,0.73,4675.0,0.0297,33.7,69.44
2021-02-15,-25.0,-33.0,-19.0,-46.0,-33.0,24.0,141.0,0.0,0.74,2662.0,0.0305,32.8,69.44
2021-02-16,-28.0,-34.0,-19.0,-46.0,-35.0,23.0,110.0,1.0,0.75,4814.0,0.0273,36.6,69.44
2021-02-17,-25.0,-34.0,-22.0,-44.0,-33.0,22.0,122.0,3.0,0.77,4618.0,0.0269,37.2,69.44
2021-02-18,-31.0,-36.0,-24.0,-45.0,-33.0,24.0,119.0,0.0,0.78,4391.0,0.0258,38.8,69.44
2021-02-19,-32.0,-35.0,-22.0,-47.0,-32.0,24.0,94.0,2.0,0.79,4862.0,0.0241,41.6,69.44
2021-02-20,-25.0,-25.0,-20.0,-46.0,-20.0,20.0,59.0,2.0,0.81,4668.0,0.0235,42.6,69.44
2021-02-21,-39.0,-36.0,-26.0,-55.0,-31.0,23.0,65.0,2.0,0.85,4128.0,0.0236,42.5,69.44
2021-02-22,-22.0,-30.0,-21.0,-43.0,-31.0,23.0,146.0,3.0,0.88,2655.0,0.0237,42.1,69.44
2021-02-23,-15.0,-27.0,-20.0,-43.0,-29.0,18.0,126.0,1.0,0.9,5960.0,0.0234,42.8,74.07
2021-02-24,-15.0,-28.0,-20.0,-38.0,-26.0,17.0,118.0,1.0,0.92,5252.0,0.0228,43.9,74.07
2021-02-25,-16.0,-28.0,-22.0,-39.0,-27.0,17.0,110.0,4.0,0.92,4425.0,0.0225,44.5,74.07
2021-02-26,-18.0,-28.0,-20.0,-40.0,-26.0,18.0,136.0,0.0,0.93,4163.0,0.0243,41.1,74.07
2021-02-27,-9.0,-15.0,-15.0,-40.0,-16.0,14.0,101.0,3.0,0.93,4162.0,0.0261,38.3,74.07
2021-02-28,-23.0,-26.0,-22.0,-47.0,-22.0,17.0,60.0,0.0,0.93,4374.0,0.0257,38.9,74.07
2021-03-01,-11.0,-21.0,-15.0,-39.0,-25.0,16.0,136.0,3.0,0.93,3410.0,0.0248,40.3,74.07
2021-03-02,-11.0,-25.0,-18.0,-40.0,-26.0,16.0,125.0,1.0,0.93,4578.0,0.0259,38.6,74.07
2021-03-03,-20.0,-31.0,-19.0,-42.0,-28.0,18.0,87.0,0.0,0.92,3960.0,0.026,38.5,74.07
2021-03-04,-10.0,-24.0,-20.0,-35.0,-24.0,16.0,136.0,1.0,0.92,4224.0,0.0271,37.0,74.07
2021-03-05,-16.0,-26.0,-18.0,-40.0,-25.0,17.0,92.0,1.0,0.9,0.0,0.0273,36.6,71.3
2021-03-06,-7.0,-13.0,-9.0,-41.0,-14.0,13.0,83.0,0.0,0.89,0.0,0.0287,34.9,71.3
2021-03-07,-21.0,-25.0,-15.0,-46.0,-20.0,15.0,42.0,1.0,0.89,5122.0,0.0271,36.8,71.3
2021-03-08,-10.0,-23.0,-11.0,-38.0,-24.0,17.0,108.0,0.0,0.91,2735.0,0.0268,37.4,71.3
2021-03-09,-10.0,-22.0,-13.0,-38.0,-25.0,16.0,120.0,2.0,0.91,0.0,0.0264,37.9,71.3
2021-03-10,-7.0,-23.0,-16.0,-33.0,-22.0,14.0,67.0,1.0,0.91,0.0,0.0248,40.4,71.3
2021-03-11,-12.0,-26.0,-18.0,-35.0,-23.0,16.0,99.0,2.0,0.92,0.0,0.0229,43.7,71.3
2021-03-12,-15.0,-26.0,-16.0,-37.0,-22.0,16.0,112.0,2.0,0.93,0.0,0.0225,44.5,71.3
2021-03-13,-7.0,-13.0,-16.0,-36.0,-13.0,13.0,86.0,1.0,0.94,0.0,0.0215,46.5,71.3
2021-03-14,-20.0,-26.0,-19.0,-46.0,-19.0,15.0,43.0,4.0,0.94,0.0,0.0227,44.1,71.3
2021-03-15,-9.0,-21.0,-14.0,-34.0,-19.0,16.0,116.0,2.0,0.96,0.0,0.0223,44.9,71.3
2021-03-16,-8.0,-20.0,-15.0,-30.0,-21.0,14.0,110.0,0.0,0.95,0.0,0.0229,43.6,71.3
2021-03-17,-12.0,-25.0,-13.0,-29.0,-22.0,16.0,68.0,1.0,0.94,0.0,0.024,41.6,71.3
2021-03-18,-7.0,-21.0,-12.0,-23.0,-18.0,13.0,71.0,1.0,0.95,0.0,0.0241,41.5,71.3
2021-03-19,-11.0,-22.0,-11.0,-24.0,-19.0,13.0,130.0,3.0,0.98,0.0,0.0252,39.7,71.3
2021-03-20,-5.0,-11.0,-2.0,-25.0,-12.0,11.0,80.0,0.0,0.99,0.0,0.0253,39.5,71.3
2021-03-21,-19.0,-24.0,-11.0,-32.0,-19.0,15.0,67.0,3.0,0.99,0.0,0.0267,37.4,71.3
2021-03-22,-10.0,-20.0,-6.0,-25.0,-19.0,16.0,68.0,2.0,0.99,3484.0,0.0248,40.4,71.3
2021-03-23,-5.0,-19.0,-5.0,-23.0,-18.0,12.0,79.0,3.0,1.01,0.0,0.0243,41.2,71.3
2021-03-24,-4.0,-17.0,-5.0,-20.0,-18.0,12.0,131.0,2.0,1.05,0.0,0.0279999999999999,35.7,71.3
2021-03-25,-5.0,-18.0,-14.0,-18.0,-18.0,13.0,104.0,1.0,1.05,0.0,0.0305,32.7,71.3
2021-03-26,-7.0,-17.0,-9.0,-20.0,-17.0,13.0,99.0,2.0,1.05,4099.0,0.0281,35.6,71.3
2021-03-27,0.0,-4.0,-1.0,-18.0,-10.0,10.0,61.0,1.0,1.07,4179.0,0.0262,38.2,71.3
2021-03-28,-13.0,-16.0,-3.0,-24.0,-16.0,12.0,49.0,0.0,1.1,16994.0,0.016,62.6,71.3
2021-03-29,-1.0,-14.0,-5.0,-16.0,-16.0,13.0,71.0,4.0,1.16,7044.0,0.0147,68.2,71.3
2021-03-30,-4.0,-17.0,-2.0,-17.0,-17.0,13.0,155.0,1.0,1.24,7792.0,0.0147,68.0,71.3
2021-03-31,2.0,-13.0,1.0,-9.0,-19.0,11.0,138.0,1.0,1.29,9464.0,0.0129,77.3,71.3
2021-04-01,2.0,-13.0,-6.0,-8.0,-17.0,10.0,135.0,1.0,1.32,8497.0,0.0122,82.0,71.3
2021-04-02,-12.0,-18.0,-5.0,-16.0,-46.0,20.0,249.0,2.0,1.34,0.0,0.0147,68.0,71.3
2021-04-03,-2.0,-4.0,7.0,-10.0,-12.0,10.0,76.0,1.0,1.31,0.0,0.0149,67.1,71.3
2021-04-04,-15.0,-17.0,2.0,-26.0,-26.0,11.0,239.0,0.0,1.31,6519.0,0.0221,45.3,71.3
2021-04-05,-7.0,-17.0,9.0,-13.0,-49.0,21.0,202.0,0.0,1.24,9335.0,0.0237,42.2,71.3
2021-04-06,3.0,-8.0,10.0,-6.0,-21.0,11.0,178.0,3.0,1.15,7864.0,0.0241,41.5,71.3
2021-04-07,-58.0,-65.0,-13.0,-58.0,-76.0,39.0,179.0,0.0,1.06,5266.0,0.0272,36.8,71.3
2021-04-08,-3.0,-13.0,-4.0,-9.0,-20.0,15.0,111.0,0.0,0.97,6052.0,0.0281,35.5,71.3
2021-04-09,-7.0,-15.0,4.0,-15.0,-19.0,17.0,108.0,0.0,0.9,6557.0,0.0238,42.1,71.3
2021-04-10,-2.0,-6.0,0.0,-13.0,-6.0,13.0,83.0,0.0,0.87,6928.0,0.0227,44.1,71.3
2021-04-11,-15.0,-15.0,-2.0,-21.0,-18.0,15.0,83.0,1.0,0.83,0.0,0.021,47.7,71.3
2021-04-12,-1.0,-12.0,1.0,-13.0,-20.0,17.0,109.0,1.0,0.79,0.0,0.022,45.5,71.3
2021-04-13,-12.0,-25.0,-2.0,-27.0,-28.0,20.0,68.0,0.0,0.75,0.0,0.0205,48.9,71.3
2021-04-14,7.0,-5.0,5.0,1.0,-17.0,10.0,69.0,1.0,0.74,0.0,0.0174,57.6,71.3
2021-04-15,3.0,-8.0,-1.0,0.0,-15.0,12.0,72.0,4.0,0.73,0.0,0.0162,61.8,71.3
2021-04-16,-2.0,-8.0,0.0,-6.0,-14.0,13.0,68.0,1.0,0.74,0.0,0.0152,65.8,71.3
2021-04-17,7.0,6.0,2.0,-3.0,-2.0,10.0,54.0,0.0,0.77,0.0,0.0145,69.1,71.3
2021-04-18,-7.0,-1.0,-3.0,-8.0,-12.0,12.0,22.0,3.0,0.81,0.0,0.0116,86.3,71.3
2021-04-19,2.0,-6.0,2.0,-5.0,-12.0,12.0,46.0,1.0,0.86,0.0,0.0103,96.9,71.3
2021-04-20,-6.0,-13.0,0.0,-17.0,-15.0,15.0,71.0,1.0,0.94,0.0,0.0115,87.3,71.3
2021-04-21,4.0,-9.0,0.0,-8.0,-11.0,10.0,107.0,0.0,1.04,4092.0,0.013,76.8,71.3
2021-04-22,3.0,-10.0,-3.0,-6.0,-10.0,11.0,150.0,1.0,1.11,0.0,0.0162,61.8,71.3
2021-04-23,1.0,-9.0,2.0,-10.0,-9.0,12.0,197.0,0.0,1.12,0.0,0.0214,46.7,71.3
2021-04-24,12.0,6.0,11.0,-5.0,1.0,10.0,76.0,0.0,1.07,0.0,0.023,43.4,71.3
2021-04-25,-6.0,-7.0,3.0,-14.0,-11.0,12.0,58.0,2.0,1.04,0.0,0.0253,39.5,71.3
2021-04-26,12.0,2.0,11.0,-1.0,-7.0,10.0,84.0,0.0,1.01,9665.0,0.0208,48.1,71.3
2021-04-27,10.0,-3.0,4.0,-6.0,-8.0,10.0,137.0,1.0,1.0,0.0,0.0222,45.0,71.3
2021-04-28,13.0,-1.0,5.0,-3.0,-9.0,9.0,74.0,1.0,0.97,0.0,0.0223,44.9,71.3
2021-04-29,9.0,-4.0,1.0,-4.0,-8.0,10.0,107.0,1.0,0.95,4530.0,0.021,47.6,71.3
2021-04-30,9.0,-3.0,0.0,-4.0,-7.0,11.0,121.0,2.0,0.93,0.0,0.0193,51.8,71.3
2021-05-01,16.0,12.0,13.0,-2.0,-7.0,10.0,109.0,0.0,0.9,0.0,0.0215,46.6,71.3
2021-05-02,0.0,-1.0,7.0,-15.0,-14.0,11.0,28.0,2.0,0.84,0.0,0.0218,45.8,71.3
2021-05-03,7.0,-2.0,9.0,-6.0,-45.0,20.0,58.0,0.0,0.8,0.0,0.0261,38.3,71.3
2021-05-04,13.0,-1.0,8.0,-5.0,-7.0,10.0,40.0,0.0,0.78,0.0,0.0211,47.4,71.3
2021-05-05,14.0,0.0,1.0,-2.0,-7.0,9.0,70.0,1.0,0.8,0.0,0.02,49.9,71.3
2021-05-06,11.0,-2.0,3.0,-3.0,-7.0,11.0,65.0,0.0,0.81,0.0,0.0191,52.5,71.3
2021-05-07,9.0,-5.0,9.0,-1.0,-5.0,10.0,53.0,0.0,0.82,0.0,0.0164,60.9,71.3
2021-05-08,18.0,11.0,16.0,-1.0,2.0,9.0,47.0,0.0,0.86,3659.0,0.0139999999999999,71.3,71.3
2021-05-09,-2.0,-4.0,4.0,-13.0,-11.0,13.0,66.0,0.0,0.9,4069.0,0.0153,65.5,71.3
2021-05-10,16.0,1.0,8.0,-3.0,-6.0,11.0,62.0,0.0,0.92,3481.0,0.0155,64.3,71.3
2021-05-11,5.0,-7.0,4.0,-16.0,-10.0,15.0,59.0,2.0,0.94,2730.0,0.0169,59.2,62.96
2021-05-12,19.0,5.0,8.0,0.0,-6.0,9.0,73.0,0.0,0.98,0.0,0.017,58.9,62.96
2021-05-13,2.0,-8.0,1.0,-9.0,-47.0,22.0,88.0,2.0,1.01,0.0,0.0178,56.0,62.96
2021-05-14,7.0,-2.0,-1.0,-5.0,-6.0,13.0,99.0,1.0,1.03,3698.0,0.0197,50.9,62.96
2021-05-15,16.0,15.0,15.0,-2.0,3.0,9.0,66.0,0.0,1.02,9229.0,0.0167,59.8,62.96
2021-05-16,0.0,3.0,6.0,-9.0,-5.0,11.0,42.0,1.0,1.02,0.0,0.0171,58.4,62.96
2021-05-17,13.0,4.0,12.0,-1.0,-2.0,10.0,74.0,1.0,1.04,0.0,0.0186,53.9,62.96
2021-05-18,13.0,2.0,9.0,-6.0,-5.0,10.0,129.0,1.0,1.04,4429.0,0.0199,50.2,62.96
2021-05-19,17.0,0.0,6.0,-3.0,-4.0,10.0,80.0,2.0,1.0,0.0,0.0193,51.7,62.96
2021-05-20,13.0,-1.0,10.0,-6.0,-3.0,11.0,105.0,1.0,0.96,0.0,0.0191,52.2,62.96
2021-05-21,16.0,3.0,18.0,-2.0,0.0,10.0,72.0,0.0,0.9,0.0,0.0174,57.5,62.96
2021-05-22,23.0,16.0,25.0,1.0,7.0,9.0,57.0,0.0,0.85,0.0,0.0195,51.4,62.96
2021-05-23,8.0,3.0,17.0,-6.0,-4.0,10.0,30.0,0.0,0.8,4387.0,0.0175,57.0,62.96
2021-05-24,19.0,9.0,24.0,-1.0,0.0,11.0,42.0,0.0,0.76,5125.0,0.015,66.8,62.96
2021-05-25,19.0,7.0,25.0,-4.0,-2.0,10.0,50.0,0.0,0.73,4029.0,0.0128,77.9,62.96
2021-05-26,24.0,6.0,21.0,1.0,-3.0,8.0,37.0,1.0,0.72,4840.0,0.0116,86.2,62.96
2021-05-27,25.0,6.0,24.0,3.0,-2.0,10.0,26.0,1.0,0.72,0.0,0.0096,104.0,62.96
2021-05-28,26.0,8.0,27.0,4.0,-1.0,9.0,35.0,1.0,0.74,0.0,0.0089,112.3,62.96
2021-05-29,37.0,25.0,33.0,10.0,11.0,6.0,14.0,0.0,0.78,0.0,0.0079,126.3,62.96
2021-05-30,18.0,11.0,25.0,-2.0,-2.0,8.0,26.0,0.0,0.86,0.0,0.0073,137.8,62.96
2021-05-31,32.0,15.0,34.0,6.0,2.0,9.0,45.0,1.0,0.94,0.0,0.0069999999999999,142.0,62.96
2021-06-01,32.0,13.0,30.0,3.0,0.0,9.0,60.0,4.0,1.0,0.0,0.0068,146.5,54.63
2021-06-02,32.0,14.0,29.0,7.0,0.0,7.0,41.0,1.0,1.06,4382.0,0.0069999999999999,142.2,54.63
2021-06-03,34.0,9.0,23.0,4.0,0.0,10.0,55.0,0.0,1.13,3867.0,0.0078,127.8,54.63
2021-06-04,32.0,13.0,28.0,7.0,2.0,9.0,43.0,1.0,1.2,4074.0,0.008,125.4,54.63
2021-06-05,40.0,26.0,34.0,10.0,12.0,7.0,49.0,0.0,1.3,0.0,0.0088,114.1,54.63
2021-06-06,21.0,12.0,30.0,1.0,-3.0,8.0,34.0,1.0,1.41,0.0,0.0095,105.1,54.63
2021-06-07,38.0,17.0,34.0,7.0,4.0,9.0,62.0,0.0,1.55,4434.0,0.0107,93.8,54.63
2021-06-08,32.0,15.0,33.0,1.0,3.0,9.0,127.0,4.0,1.71,3910.0,0.0139,72.1,54.63
2021-06-09,38.0,13.0,29.0,4.0,2.0,7.0,114.0,1.0,1.8,3594.0,0.0168,59.6,54.63
2021-06-10,33.0,10.0,29.0,2.0,2.0,9.0,112.0,1.0,1.89,3959.0,0.0187,53.5,54.63
2021-06-11,32.0,13.0,30.0,5.0,2.0,9.0,202.0,2.0,1.99,5002.0,0.0234,42.7,54.63
2021-06-12,37.0,25.0,31.0,10.0,11.0,7.0,284.0,2.0,2.04,5927.0,0.0299,33.5,54.63
2021-06-13,20.0,9.0,23.0,-1.0,0.0,10.0,227.0,0.0,2.01,6658.0,0.0337,29.7,54.63
2021-06-14,30.0,11.0,28.0,5.0,2.0,11.0,241.0,2.0,1.97,5286.0,0.0381,26.3,54.63
2021-06-15,26.0,10.0,25.0,-1.0,1.0,11.0,298.0,0.0,1.93,4715.0,0.0421,23.8,54.63
2021-06-16,32.0,8.0,26.0,0.0,-2.0,10.0,263.0,4.0,1.92,6072.0,0.0433,23.1,54.63
2021-06-17,23.0,3.0,17.0,-1.0,-3.0,11.0,422.0,1.0,1.92,5676.0,0.0492,20.3,54.63
2021-06-18,21.0,4.0,26.0,-2.0,-3.0,12.0,451.0,1.0,1.91,5770.0,0.0545,18.3,54.63
2021-06-19,27.0,17.0,28.0,0.0,6.0,10.0,469.0,1.0,1.88,7452.0,0.057,17.6,54.63
2021-06-20,9.0,4.0,19.0,-12.0,-7.0,12.0,296.0,3.0,1.86,8928.0,0.0556,18.0,54.63
2021-06-21,22.0,6.0,25.0,-5.0,-4.0,11.0,622.0,6.0,1.88,7196.0,0.0616,16.2,54.63
2021-06-22,20.0,5.0,21.0,-3.0,-8.0,12.0,861.0,4.0,1.87,5342.0,0.0729,13.7,54.63
2021-06-23,8.0,-7.0,14.0,-27.0,-9.0,17.0,964.0,5.0,1.82,7624.0,0.0851,11.7,54.63
2021-06-24,8.0,-9.0,13.0,-29.0,-9.0,18.0,883.0,5.0,1.73,8741.0,0.089,11.2,54.63
2021-06-25,4.0,-6.0,13.0,-29.0,-7.0,19.0,875.0,2.0,1.64,10385.0,0.0893,11.2,54.63
2021-06-26,13.0,9.0,18.0,-29.0,6.0,16.0,868.0,7.0,1.55,10585.0,0.0913,11.0,54.63
2021-06-27,-2.0,-7.0,10.0,-39.0,-5.0,17.0,741.0,9.0,1.47,12369.0,0.0934,10.7,54.63
2021-06-28,13.0,-1.0,22.0,-27.0,-7.0,18.0,757.0,7.0,1.39,7863.0,0.0946,10.6,54.63
2021-06-29,9.0,-2.0,17.0,-29.0,-8.0,18.0,814.0,4.0,1.34,6883.0,0.0916,10.9,54.63
2021-06-30,17.0,3.0,21.0,-21.0,-9.0,15.0,849.0,7.0,1.3,10103.0,0.0865,11.6,54.63
2021-07-01,-9.0,-13.0,12.0,-30.0,-47.0,30.0,867.0,10.0,1.26,10167.0,0.0844,11.8,54.63
2021-07-02,-9.0,-9.0,16.0,-30.0,-26.0,27.0,884.0,5.0,1.24,9047.0,0.0862,11.6,54.63
2021-07-03,1.0,4.0,16.0,-27.0,-3.0,20.0,898.0,12.0,1.21,0.0,0.0907,11.0,54.63
2021-07-04,-17.0,-12.0,8.0,-43.0,-21.0,24.0,889.0,5.0,1.19,0.0,0.1005,10.0,54.63
2021-07-05,-4.0,-6.0,22.0,-33.0,-46.0,30.0,811.0,9.0,1.15,6889.0,0.1031,9.7,54.63
2021-07-06,-1.0,-6.0,23.0,-30.0,-24.0,25.0,883.0,12.0,1.12,4766.0,0.1082,9.2,54.63
2021-07-07,0.0,-6.0,19.0,-28.0,-26.0,25.0,760.0,16.0,1.1,6492.0,0.1139,8.8,54.63
2021-07-08,-5.0,-9.0,16.0,-30.0,-26.0,26.0,911.0,14.0,1.1,7846.0,0.1201,8.3,54.63
2021-07-09,-10.0,-13.0,20.0,-32.0,-25.0,28.0,887.0,13.0,1.09,8350.0,0.1218,8.2,54.63
2021-07-10,-1.0,1.0,17.0,-29.0,-4.0,20.0,830.0,17.0,1.09,7811.0,0.12,8.3,54.63
2021-07-11,-18.0,-12.0,15.0,-39.0,-18.0,24.0,577.0,9.0,1.09,8295.0,0.1122,8.9,54.63
2021-07-12,-3.0,-7.0,25.0,-28.0,-27.0,27.0,772.0,22.0,1.1,7456.0,0.1102,9.1,54.63
2021-07-13,-5.0,-11.0,21.0,-30.0,-27.0,26.0,792.0,16.0,1.13,6677.0,0.1045,9.6,54.63
2021-07-14,0.0,-9.0,19.0,-27.0,-26.0,24.0,934.0,9.0,1.18,8435.0,0.1039,9.6,54.63
2021-07-15,5.0,1.0,17.0,-22.0,-24.0,24.0,883.0,9.0,1.23,5324.0,0.1084,9.2,54.63
2021-07-16,10.0,16.0,24.0,-13.0,-25.0,21.0,927.0,10.0,1.29,10449.0,0.105,9.5,54.63
2021-07-17,-52.0,-52.0,-8.0,-66.0,-43.0,37.0,1997.0,12.0,1.37,8127.0,0.1257,8.0,54.63
2021-07-18,-52.0,-50.0,-11.0,-68.0,-39.0,36.0,2773.0,11.0,1.36,0.0,0.1195,8.4,54.63
2021-07-19,-46.0,-47.0,8.0,-62.0,-56.0,44.0,913.0,17.0,1.22,0.0,0.0941,10.6,54.63
2021-07-20,-49.0,-50.0,8.0,-64.0,-65.0,44.0,906.0,11.0,1.14,0.0,0.0772,12.9,54.63
2021-07-21,-44.0,-47.0,3.0,-59.0,-55.0,39.0,925.0,16.0,1.08,0.0,0.0657,15.2,54.63
2021-07-22,-46.0,-49.0,4.0,-61.0,-54.0,40.0,1309.0,11.0,1.05,0.0,0.0587,17.0,54.63
2021-07-23,-49.0,-51.0,0.0,-62.0,-53.0,42.0,953.0,14.0,1.02,0.0,0.0528,18.9,54.63
2021-07-24,-43.0,-44.0,-1.0,-61.0,-36.0,35.0,0.0,9.0,1.01,0.0,0.0392,25.5,54.63
2021-07-25,-48.0,-50.0,-10.0,-67.0,-38.0,35.0,618.0,15.0,1.06,0.0,0.0295,33.9,54.63
2021-07-26,-42.0,-45.0,3.0,-61.0,-52.0,41.0,3072.0,15.0,1.14,0.0,0.0425,23.5,54.63
2021-07-27,-43.0,-44.0,2.0,-60.0,-52.0,39.0,969.0,14.0,1.05,0.0,0.0448,22.3,54.63
2021-07-28,-43.0,-48.0,1.0,-61.0,-54.0,38.0,915.0,5.0,0.98,0.0,0.0503,19.9,54.63
2021-07-29,-44.0,-48.0,-1.0,-62.0,-53.0,40.0,965.0,11.0,0.93,0.0,0.055,18.2,54.63
2021-07-30,-47.0,-48.0,-1.0,-64.0,-52.0,43.0,971.0,11.0,0.9,0.0,0.0643,15.6,54.63
2021-07-31,-43.0,-45.0,-1.0,-64.0,-35.0,34.0,860.0,10.0,0.87,0.0,0.0809,12.4,54.63
2021-08-01,-6.0,-4.0,12.0,-34.0,-12.0,21.0,648.0,13.0,0.84,0.0,0.0932,10.7,54.63
2021-08-02,11.0,-2.0,29.0,-17.0,-24.0,22.0,720.0,10.0,0.81,0.0,0.0788,12.7,54.63
2021-08-03,8.0,-2.0,22.0,-18.0,-24.0,21.0,775.0,13.0,0.8,0.0,0.0924,10.8,54.63
2021-08-04,10.0,-4.0,29.0,-14.0,-23.0,19.0,769.0,6.0,0.78,0.0,0.0859,11.6,54.63
2021-08-05,4.0,-5.0,20.0,-11.0,-23.0,20.0,754.0,10.0,0.78,0.0,0.0791,12.6,54.63
2021-08-06,-2.0,-12.0,24.0,-15.0,-45.0,27.0,629.0,14.0,0.77,0.0,0.071,14.1,54.63
2021-08-07,8.0,3.0,23.0,-14.0,-8.0,18.0,650.0,7.0,0.77,12180.0,0.0647,15.5,54.63
2021-08-08,-9.0,-10.0,18.0,-22.0,-16.0,21.0,448.0,9.0,0.76,9813.0,0.0608,16.4,54.63
