date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
2021-11-04,43.0,6.0,29.0,8.0,8.0,9.0,99854.0,34.0,41.286,1332.0,0.0,0.7140000000000001,7521.099,2.5610000000000004,3.11,100.32799999999999,0.0,0.054000000000000006,0.8,7373.0,3166848.0,238.53,0.555,11530.0,0.868,0.0036,279.3,samples tested,6000758.0,3937599.0,2063159.0,,,41481.0,45.2,29.66,15.54,,3124.0,24990.0,0.188,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-05,49.0,7.0,33.0,11.0,9.0,7.0,99898.0,44.0,38.571,1332.0,0.0,0.5710000000000001,7524.4130000000005,3.3139999999999996,2.905,100.32799999999999,0.0,0.043,0.8,8071.0,3174919.0,239.138,0.608,11442.0,0.862,0.0034,296.6,samples tested,,,,,,53766.0,,,,,4050.0,34719.0,0.262,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-06,54.0,21.0,44.0,14.0,15.0,6.0,99931.0,33.0,35.714,1332.0,0.0,0.5710000000000001,7526.899,2.4859999999999998,2.69,100.32799999999999,0.0,0.043,0.78,12168.0,3187087.0,240.054,0.917,10874.0,0.8190000000000001,0.0033,304.5,samples tested,,,,,,66051.0,,,,,4975.0,44448.0,0.335,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-07,31.0,9.0,37.0,5.0,1.0,10.0,99947.0,16.0,35.571,1334.0,2.0,0.429,7528.104,1.205,2.679,100.478,0.151,0.032,0.77,,,,,11067.0,0.8340000000000001,0.0032,311.1,samples tested,,,,,,78336.0,,,,,5900.0,54177.0,0.408,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-08,45.0,10.0,43.0,10.0,12.0,8.0,99978.0,31.0,35.857,1334.0,0.0,0.28600000000000003,7530.439,2.335,2.701,100.478,0.0,0.022000000000000002,0.75,,3222080.0,242.69,,11260.0,0.848,0.0032,314.0,samples tested,,,,,,90621.0,,,,,6826.0,63906.0,0.48100000000000004,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-09,43.0,7.0,40.0,7.0,10.0,9.0,100000.0,22.0,33.571,1335.0,1.0,0.429,7532.096,1.6569999999999998,2.529,100.553,0.075,0.032,0.72,7615.0,3229695.0,243.264,0.574,11156.0,0.84,0.003,332.3,samples tested,,,,,,102906.0,,,,,7751.0,73635.0,0.555,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-10,47.0,7.0,36.0,8.0,9.0,7.0,100019.0,19.0,28.429000000000002,1335.0,0.0,0.429,7533.526999999999,1.431,2.141,100.553,0.0,0.032,0.72,7854.0,3237549.0,243.855,0.5920000000000001,11153.0,0.84,0.0025,392.3,samples tested,6765616.0,4496161.0,2269455.0,,,115191.0,50.96,33.87,17.09,,8676.0,83365.0,0.628,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-11,41.0,3.0,30.0,3.0,9.0,9.0,100047.0,28.0,27.570999999999998,1336.0,1.0,0.5710000000000001,7535.6359999999995,2.109,2.077,100.62899999999999,0.075,0.043,0.74,5920.0,3243469.0,244.301,0.446,10946.0,0.8240000000000001,0.0025,397.0,samples tested,6976687.0,4774596.0,2519852.0,,211071.0,139418.0,52.55,35.96,18.98,,10501.0,119571.0,0.9009999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-12,46.0,6.0,32.0,6.0,9.0,8.0,100082.0,35.0,26.285999999999998,1336.0,0.0,0.5710000000000001,7538.272,2.636,1.98,100.62899999999999,0.0,0.043,0.76,6845.0,3250314.0,244.817,0.516,10771.0,0.8109999999999999,0.0024,409.8,samples tested,,,,,,138266.0,,,,,10414.0,114951.0,0.866,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-13,54.0,17.0,45.0,11.0,13.0,7.0,100125.0,43.0,27.714000000000002,1338.0,2.0,0.857,7541.5109999999995,3.239,2.0869999999999997,100.779,0.151,0.065,0.76,10350.0,3260664.0,245.59599999999998,0.78,10511.0,0.792,0.0026,379.3,samples tested,,,,,,137114.0,,,,,10328.0,110330.0,0.831,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-14,30.0,7.0,35.0,5.0,2.0,11.0,100136.0,11.0,27.0,1338.0,0.0,0.5710000000000001,7542.34,0.8290000000000001,2.0340000000000003,100.779,0.0,0.043,0.71,13577.0,3274241.0,246.61900000000003,1.023,9951.0,0.75,0.0027,368.6,samples tested,,,,,,135961.0,,,,,10241.0,105710.0,0.7959999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-15,47.0,11.0,43.0,11.0,10.0,9.0,100148.0,12.0,24.285999999999998,1338.0,0.0,0.5710000000000001,7543.243,0.904,1.829,100.779,0.0,0.043,0.66,,,,,9116.0,0.687,0.0027,375.4,samples tested,,,,,,134809.0,,,,,10154.0,101089.0,0.7609999999999999,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-16,46.0,9.0,39.0,4.0,10.0,9.0,100164.0,16.0,23.429000000000002,1338.0,0.0,0.429,7544.4490000000005,1.205,1.765,100.779,0.0,0.032,0.63,,,,,9693.0,0.73,0.0024,413.7,samples tested,,,,,,133657.0,,,,,10067.0,96469.0,0.727,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-17,46.0,6.0,37.0,7.0,9.0,8.0,100183.0,19.0,23.429000000000002,1338.0,0.0,0.429,7545.88,1.431,1.765,100.779,0.0,0.032,0.62,,,,,10235.0,0.7709999999999999,0.0023,436.9,samples tested,,,,,,132505.0,,,,,9980.0,91848.0,0.6920000000000001,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-18,45.0,4.0,35.0,7.0,9.0,9.0,100190.0,7.0,20.429000000000002,1339.0,1.0,0.429,7546.406999999999,0.527,1.5390000000000001,100.855,0.075,0.032,0.6,,,,,11054.0,0.833,0.0018,541.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-19,44.0,6.0,33.0,8.0,9.0,8.0,100196.0,6.0,16.285999999999998,1339.0,0.0,0.429,7546.859,0.452,1.227,100.855,0.0,0.032,0.63,,,,,11741.0,0.884,0.0014,720.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-20,56.0,18.0,49.0,10.0,16.0,7.0,100207.0,11.0,11.714,1340.0,1.0,0.28600000000000003,7547.687,0.8290000000000001,0.882,100.93,0.075,0.022000000000000002,0.69,,,,,11926.0,0.898,0.001,1018.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-21,33.0,9.0,36.0,3.0,3.0,10.0,100217.0,10.0,11.571,1340.0,0.0,0.28600000000000003,7548.441,0.753,0.872,100.93,0.0,0.022000000000000002,0.75,,,,,11651.0,0.878,0.001,1006.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-22,47.0,10.0,40.0,10.0,11.0,10.0,100232.0,15.0,12.0,1341.0,1.0,0.429,7549.57,1.13,0.904,101.005,0.075,0.032,0.8,,3367452.0,253.64,,11651.0,0.878,0.001,970.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-23,50.0,9.0,39.0,6.0,10.0,9.0,100255.0,23.0,13.0,1341.0,0.0,0.429,7551.303000000001,1.732,0.9790000000000001,101.005,0.0,0.032,0.84,7545.0,3374997.0,254.208,0.568,11065.0,0.833,0.0012,851.2,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-24,49.0,7.0,36.0,13.0,9.0,8.0,100277.0,22.0,13.429,1341.0,0.0,0.429,7552.96,1.6569999999999998,1.011,101.005,0.0,0.032,0.85,9207.0,3384204.0,254.90099999999998,0.693,10716.0,0.807,0.0013,798.0,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-25,42.0,4.0,31.0,9.0,7.0,11.0,100303.0,26.0,16.143,1341.0,0.0,0.28600000000000003,7554.918000000001,1.9580000000000002,1.216,101.005,0.0,0.022000000000000002,0.86,12786.0,3396990.0,255.865,0.963,10878.0,0.8190000000000001,0.0015,673.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-26,51.0,12.0,39.0,14.0,9.0,7.0,100311.0,8.0,16.429000000000002,1341.0,0.0,0.28600000000000003,7555.521,0.603,1.237,101.005,0.0,0.022000000000000002,0.83,10341.0,3407331.0,256.643,0.779,10690.0,0.805,0.0015,650.7,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-27,59.0,26.0,59.0,18.0,13.0,8.0,100325.0,14.0,16.857,1342.0,1.0,0.28600000000000003,7556.575,1.054,1.27,101.081,0.075,0.022000000000000002,0.84,12065.0,3419396.0,257.552,0.909,10750.0,0.81,0.0016,637.7,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,51.85,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-28,39.0,13.0,41.0,10.0,3.0,9.0,100330.0,5.0,16.143,1342.0,0.0,0.28600000000000003,7556.951999999999,0.377,1.216,101.081,0.0,0.022000000000000002,0.84,19776.0,3439172.0,259.04200000000003,1.49,11910.0,0.897,0.0014,737.8,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-29,48.0,14.0,45.0,12.0,10.0,9.0,100344.0,14.0,16.0,1342.0,0.0,0.14300000000000002,7558.005999999999,1.054,1.205,101.081,0.0,0.011000000000000001,0.86,20915.0,3460087.0,260.617,1.575,13234.0,0.997,0.0012,827.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,54.63,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-11-30,48.0,13.0,46.0,8.0,10.0,9.0,100349.0,5.0,13.429,1342.0,0.0,0.14300000000000002,7558.383000000001,0.377,1.011,101.081,0.0,0.011000000000000001,0.86,11792.0,3471879.0,261.505,0.888,13840.0,1.042,0.001,1030.6,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-01,49.0,10.0,46.0,11.0,8.0,8.0,100362.0,13.0,12.142999999999999,1343.0,1.0,0.28600000000000003,7559.361999999999,0.9790000000000001,0.915,101.156,0.075,0.022000000000000002,0.93,8322.0,3480201.0,262.132,0.627,13714.0,1.033,0.0009,1129.4,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-02,52.0,14.0,41.0,15.0,10.0,9.0,100381.0,19.0,11.142999999999999,1343.0,0.0,0.28600000000000003,7560.793000000001,1.431,0.8390000000000001,101.156,0.0,0.022000000000000002,1.0,8513.0,3488714.0,262.77299999999997,0.6409999999999999,13103.0,0.987,0.0009,1175.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-03,56.0,12.0,43.0,13.0,10.0,8.0,100391.0,10.0,11.429,1343.0,0.0,0.28600000000000003,7561.545999999999,0.753,0.861,101.156,0.0,0.022000000000000002,1.07,8482.0,3497196.0,263.41200000000003,0.639,12838.0,0.9670000000000001,0.0009,1123.3,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-04,60.0,25.0,52.0,18.0,18.0,6.0,100404.0,13.0,11.286,1343.0,0.0,0.14300000000000002,7562.526,0.9790000000000001,0.85,101.156,0.0,0.011000000000000001,1.16,14002.0,3511198.0,264.467,1.055,13115.0,0.988,0.0009,1162.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-05,39.0,14.0,38.0,9.0,4.0,10.0,100414.0,10.0,12.0,1343.0,0.0,0.14300000000000002,7563.279,0.753,0.904,101.156,0.0,0.011000000000000001,1.26,22617.0,3533815.0,266.17,1.704,13520.0,1.018,0.0009,1126.7,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-06,50.0,13.0,46.0,12.0,13.0,10.0,100429.0,15.0,12.142999999999999,1343.0,0.0,0.14300000000000002,7564.409000000001,1.13,0.915,101.156,0.0,0.011000000000000001,1.38,23956.0,3557771.0,267.975,1.804,13955.0,1.051,0.0009,1149.2,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-07,48.0,12.0,45.0,7.0,14.0,9.0,100449.0,20.0,14.286,1343.0,0.0,0.14300000000000002,7565.915,1.506,1.0759999999999998,101.156,0.0,0.011000000000000001,1.5,11988.0,3569759.0,268.878,0.903,13983.0,1.053,0.001,978.8,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-08,53.0,13.0,45.0,10.0,16.0,8.0,100464.0,15.0,14.571,1344.0,1.0,0.14300000000000002,7567.045,1.13,1.0979999999999999,101.23100000000001,0.075,0.011000000000000001,1.64,8384.0,3578143.0,269.509,0.631,13992.0,1.054,0.001,960.3,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-09,51.0,12.0,41.0,9.0,14.0,8.0,100517.0,53.0,19.429000000000002,1344.0,0.0,0.14300000000000002,7571.036999999999,3.992,1.463,101.23100000000001,0.0,0.011000000000000001,1.84,9186.0,3587329.0,270.20099999999996,0.6920000000000001,14088.0,1.061,0.0014,725.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-10,50.0,10.0,42.0,7.0,13.0,8.0,100556.0,39.0,23.570999999999998,1344.0,0.0,0.14300000000000002,7573.974,2.938,1.775,101.23100000000001,0.0,0.011000000000000001,1.92,11477.0,3598806.0,271.066,0.8640000000000001,14516.0,1.093,0.0016,615.8,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-11,61.0,22.0,53.0,9.0,21.0,7.0,100584.0,28.0,25.714000000000002,1344.0,0.0,0.14300000000000002,7576.0830000000005,2.109,1.9369999999999998,101.23100000000001,0.0,0.011000000000000001,2.0,14980.0,3613786.0,272.194,1.128,14655.0,1.104,0.0018,569.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-12,36.0,7.0,45.0,5.0,10.0,10.0,100634.0,50.0,31.429000000000002,1344.0,0.0,0.14300000000000002,7579.849,3.766,2.367,101.23100000000001,0.0,0.011000000000000001,2.12,25719.0,3639505.0,274.131,1.9369999999999998,15099.0,1.137,0.0021,480.4,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-13,48.0,16.0,44.0,10.0,16.0,10.0,100634.0,0.0,29.285999999999998,1344.0,0.0,0.14300000000000002,7579.849,0.0,2.206,101.23100000000001,0.0,0.011000000000000001,2.23,22514.0,3662019.0,275.827,1.696,14893.0,1.122,0.002,508.5,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-14,50.0,13.0,49.0,6.0,14.0,9.0,100763.0,129.0,44.857,1344.0,0.0,0.14300000000000002,7589.566,9.716000000000001,3.3789999999999996,101.23100000000001,0.0,0.011000000000000001,2.48,24216.0,3686235.0,277.651,1.824,16639.0,1.253,0.0027,370.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-15,51.0,12.0,39.0,11.0,13.0,8.0,100888.0,125.0,60.571000000000005,1344.0,0.0,0.0,7598.981,9.415,4.562,101.23100000000001,0.0,0.0,2.52,,,,,16143.0,1.216,0.0038,266.5,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-16,49.0,10.0,40.0,10.0,9.0,9.0,101030.0,142.0,73.286,1344.0,0.0,0.0,7609.677,10.696,5.52,101.23100000000001,0.0,0.0,2.52,,3696051.0,278.39,,15532.0,1.17,0.0047,211.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-17,42.0,8.0,40.0,9.0,8.0,11.0,101183.0,153.0,89.571,1344.0,0.0,0.0,7621.201,11.524000000000001,6.747000000000001,101.23100000000001,0.0,0.0,2.52,12246.0,3708297.0,279.312,0.922,15642.0,1.178,0.0057,174.6,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-18,54.0,22.0,63.0,16.0,18.0,8.0,101413.0,230.0,118.429,1344.0,0.0,0.0,7638.524,17.324,8.92,101.23100000000001,0.0,0.0,2.53,19327.0,3727624.0,280.768,1.456,16263.0,1.225,0.0073,137.3,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-19,32.0,9.0,45.0,3.0,9.0,10.0,101582.0,169.0,135.429,1344.0,0.0,0.0,7651.254,12.729000000000001,10.201,101.23100000000001,0.0,0.0,2.49,33530.0,3761154.0,283.29400000000004,2.526,17378.0,1.3090000000000002,0.0078,128.3,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-20,42.0,14.0,42.0,8.0,5.0,12.0,101889.0,307.0,179.28599999999997,1345.0,1.0,0.14300000000000002,7674.3769999999995,23.124000000000002,13.504000000000001,101.307,0.075,0.011000000000000001,2.48,32826.0,3793980.0,285.76599999999996,2.472,18852.0,1.42,0.0095,105.2,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-21,41.0,14.0,44.0,9.0,-1.0,14.0,102232.0,343.0,209.857,1345.0,0.0,0.14300000000000002,7700.2119999999995,25.835,15.807,101.307,0.0,0.011000000000000001,2.43,17390.0,3811370.0,287.07599999999996,1.31,17876.0,1.3459999999999999,0.0117,85.2,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-22,45.0,17.0,41.0,12.0,-2.0,12.0,102697.0,465.0,258.42900000000003,1345.0,0.0,0.14300000000000002,7735.236999999999,35.024,19.465,101.307,0.0,0.011000000000000001,2.39,11171.0,3822541.0,287.91700000000003,0.841,18771.0,1.4140000000000001,0.0138,72.6,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-23,45.0,20.0,44.0,19.0,-4.0,13.0,103170.0,473.0,305.714,1345.0,0.0,0.14300000000000002,7770.863,35.626999999999995,23.026999999999997,101.307,0.0,0.011000000000000001,2.34,14269.0,3836810.0,288.992,1.075,20108.0,1.515,0.0152,65.8,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-24,49.0,33.0,52.0,19.0,-9.0,12.0,103799.0,629.0,373.714,1345.0,0.0,0.14300000000000002,7818.24,47.376999999999995,28.149,101.307,0.0,0.011000000000000001,2.32,17843.0,3854653.0,290.336,1.344,20908.0,1.575,0.0179,55.9,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-25,-1.0,-14.0,37.0,-15.0,-38.0,17.0,104512.0,713.0,442.714,1346.0,1.0,0.28600000000000003,7871.944,53.70399999999999,33.346,101.382,0.075,0.022000000000000002,2.27,17813.0,3872466.0,291.678,1.3419999999999999,20692.0,1.5590000000000002,0.0214,46.7,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-26,17.0,3.0,43.0,-9.0,-11.0,15.0,105027.0,515.0,492.14300000000003,1347.0,1.0,0.429,7910.734,38.79,37.069,101.45700000000001,0.075,0.032,2.21,18127.0,3890593.0,293.043,1.365,18491.0,1.393,0.0266,37.6,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
2021-12-27,31.0,5.0,57.0,3.0,-42.0,22.0,105989.0,962.0,585.714,1348.0,1.0,0.429,7983.193,72.459,44.117,101.53299999999999,0.075,0.032,2.18,14469.0,3905062.0,294.133,1.09,15869.0,1.195,0.0369,27.1,samples tested,,,,,,119410.0,,,,,8994.0,60751.0,0.45799999999999996,50.46,13276517.0,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.5429999999999999
